Style,Title,Artist,Genre,NORMAL Level,NORMAL Notes,NORMAL Record,NORMAL KAVG,HYPER Level,HYPER Notes,HYPER Record,HYPER KAVG,ANOTHER Level,ANOTHER Notes,ANOTHER Record,ANOTHER KAVG,LEGGENDARIA Level,LEGGENDARIA Notes,LEGGENDARIA Record,LEGGENDARIA KAVG,LEGGENDARIA Name
SINOBUZ,イザナミノナゲキ,猫叉Master,WORLD/ELECTRONICA,6,0,0,0,9,0,0,0,12,1661,3265,2824,0,0,0,0,イザナミノナゲキ
SINOBUZ,AsiaN distractive,猫叉劇団,WORLD,5,0,0,0,8,0,0,0,11,1337,2648,2366,0,0,0,0,AsiaN distractive
SINOBUZ,Super Rush,kors k,HARDTEK,6,0,0,0,9,0,0,0,12,1791,3546,3105,0,0,0,0,Super Rush
SINOBUZ,Rave Cannon,kors k,SPEED RAVE,5,0,0,0,9,0,0,0,12,1700,3363,2860,0,0,0,0,Rave Cannon
SINOBUZ,Caterpillar,Eagle,HARD TRAP,6,0,0,0,10,0,0,0,12,1561,3080,2480,0,0,0,0,Caterpillar
SINOBUZ,!Viva!,Ryu*,TRIBAL HOUSE,5,0,0,0,8,0,0,0,10,1014,2020,1841,0,0,0,0,!Viva!
SINOBUZ,OOO,Ryu☆ feat.moimoi,BUBBLEGUM DANCE,3,0,0,0,7,0,0,0,10,1034,2065,1937,0,0,0,0,OOO
SINOBUZ,Mare Nectaris,神楽,EXPERIMENTAL,7,0,0,0,11,1116,2188,1851,12,2094,3882,2883,0,0,0,0,Mare Nectaris
SINOBUZ,冬椿 ft. Kanae Asaba,Xceon,HYPER ENKA POP,5,0,0,0,7,0,0,0,10,1146,2289,2115,11,1535,3049,2742,冬椿 ft. Kanae Asaba†
SINOBUZ,TOGAKUSHI,SETUP,HARD TRANCE,5,0,0,0,10,0,0,0,12,1343,2650,2182,0,0,0,0,TOGAKUSHI
SINOBUZ,SINOBUZ Fantasy,Noria,CANDY ROCK,6,0,0,0,9,0,0,0,10,1228,2444,2247,0,0,0,0,SINOBUZ Fantasy
SINOBUZ,津軽雪,罠師 VS 安室,MICHINOKU,7,0,0,0,10,0,0,0,12,1953,3847,3229,0,0,0,0,津軽雪
SINOBUZ,Modular Technology,Sota Fujimori,TECHNO,6,0,0,0,10,0,0,0,11,1372,2712,2301,0,0,0,0,Modular Technology
SINOBUZ,Honey Trap,Expander,HYPER TRAP,5,0,0,0,8,0,0,0,11,1284,2548,2274,0,0,0,0,Honey Trap
SINOBUZ,ROTTERDAM SHOGUN,ABDI from ジャカルタファンクブラザーズ,RDM,6,0,0,0,9,0,0,0,11,1299,2586,2341,0,0,0,0,ROTTERDAM SHOGUN
SINOBUZ,DORNWALD ～Junge～,DJ TOTTO,ARCHAIC TALE EP1,6,0,0,0,10,0,0,0,12,1903,3706,3020,0,0,0,0,DORNWALD ～Junge～
SINOBUZ,獅子霞麗ノ舞,HuΣeR,DRAMATIC WALTZ,4,0,0,0,6,0,0,0,9,873,1740,1625,0,0,0,0,獅子霞麗ノ舞
SINOBUZ,ECHIDNA,HuΣeR,HYBRID BUCHIAGE TRANCE,6,0,0,0,10,0,0,0,12,1775,3437,2721,0,0,0,0,ECHIDNA
SINOBUZ,Quakes,dj Hellix,HARD BREAK BEATS,6,0,0,0,10,0,0,0,12,1654,3215,2578,0,0,0,0,Quakes
SINOBUZ,PAPAYAPA BASS,かめりあ feat. ななひら,MONDO-GROOVE BASSHOUSE,5,0,0,0,8,0,0,0,11,1428,2834,2548,0,0,0,0,PAPAYAPA BASS
SINOBUZ,火影,RoughSkreamZ feat.楽天斎,HIP HOP,5,0,0,0,9,0,0,0,12,1437,2766,2204,0,0,0,0,火影
SINOBUZ,SAY BAY,P*Light,SHINOBI RAVE,5,0,0,0,8,0,0,0,12,1455,2863,2311,0,0,0,0,SAY BAY
SINOBUZ,(This Is Not) The Angels,Hommarju,BIG BEAT/BREAKBEATS,4,0,0,0,8,0,0,0,11,1364,2713,2387,0,0,0,0,(This Is Not) The Angels
SINOBUZ,Selfish Sweet,OSTER project feat. かなたん,R&B,3,0,0,0,5,0,0,0,9,877,1736,1582,0,0,0,0,Selfish Sweet
SINOBUZ,Be A Star,PHQUASE feat.ぁゅ,ALTERNATIVE TECHNO POP,4,0,0,0,9,0,0,0,11,1413,2814,2603,0,0,0,0,Be A Star
SINOBUZ,Egret and Willow,Dirty Androids,FUTURE BEATS,6,0,0,0,8,0,0,0,11,1383,2742,2465,0,0,0,0,Egret and Willow
SINOBUZ,禍根,U1 overground,ORBITALIC FUTURE BASS,5,0,0,0,9,0,0,0,11,1336,2624,2308,0,0,0,0,禍根
SINOBUZ,Sarutobi Champion is 拙者,Project B-,PIECED MAKIBISHI,6,0,0,0,9,0,0,0,11,1153,2252,1873,0,0,0,0,Sarutobi Champion is 拙者
SINOBUZ,次葉 -turn the page-,小寺可南子,POP ROCK,4,0,0,0,8,0,0,0,10,1003,1998,1870,0,0,0,0,次葉 -turn the page-
SINOBUZ,AO-∞,青龍,DANCE SPEED,6,0,0,0,9,0,0,0,10,1375,2718,2388,0,0,0,0,AO-∞
SINOBUZ,忍恋花,黒脛,忍歌,5,0,0,0,9,0,0,0,11,1141,2259,2013,0,0,0,0,忍恋花
SINOBUZ,Go Ahead!!,Ryu☆ Vs. Sota,TRANCE CORE,7,0,0,0,10,0,0,0,12,1413,2768,2088,0,0,0,0,Go Ahead!!
SINOBUZ,DISAPPEAR feat. koyomin,DJ Genki,EMOTIONAL HI-TECH,4,0,0,0,9,0,0,0,11,1497,2943,2504,0,0,0,0,DISAPPEAR feat. koyomin
SINOBUZ,#MAGiCVLGiRL_TRVP_B3VTZ,DJ Noriken,NEON/TWERKCORE,6,0,0,0,9,0,0,0,12,1753,3443,2984,0,0,0,0,#MAGiCVLGiRL_TRVP_B3VTZ
SINOBUZ,The Commanders,USAO,HARDSTYLE,5,0,0,0,8,0,0,0,10,1227,2451,2299,0,0,0,0,The Commanders
SINOBUZ,Umbral,Maozon,UPLIFTING TRANCE,3,0,0,0,7,0,0,0,10,966,1923,1773,0,0,0,0,Umbral
SINOBUZ,Steel Edge,Maozon,DRUM&BASS,5,0,0,0,8,0,0,0,12,1604,3171,2806,0,0,0,0,Steel Edge
SINOBUZ,Music is The Answer,C-Show,TURBOFUNK,4,0,0,0,8,0,0,0,10,977,1937,1718,0,0,0,0,Music is The Answer
SINOBUZ,Amazing Mirage,lapix,HiTECH FULLON,5,0,0,0,9,0,0,0,11,1343,2663,2332,12,1684,3322,2749,Amazing Mirage†
SINOBUZ,Affection,ni-21,HARD DANCE,3,0,0,0,6,0,0,0,10,1054,2103,1928,0,0,0,0,Affection
SINOBUZ,XINOBIKILL,SOUND HOLIC feat. Nana Takahashi,CYBER JAZZSTEP,6,0,0,0,9,0,0,0,11,1475,2918,2574,0,0,0,0,XINOBIKILL
SINOBUZ,FUZIN RIZIN,SOUND HOLIC feat. Nana Takahashi & 709sec.,HYPER DIGIMETAL,5,0,0,0,9,0,0,0,12,1929,3810,3283,0,0,0,0,FUZIN RIZIN
SINOBUZ,ディッシュウォッシャー◎彡おいわちゃん,ARM×狐夢想 feat. 山本椛,ネオスカ電波,3,0,0,0,7,0,0,0,11,1280,2518,2190,0,0,0,0,ディッシュウォッシャー◎彡おいわちゃん
SINOBUZ,ちらちら・はらはら,NU-KO,ACEDIA,2,0,0,0,5,0,0,0,7,715,1428,1367,0,0,0,0,ちらちら・はらはら
SINOBUZ,Believe in you,DJ Shimamura feat. Renna,HARDCORE RAVE,5,0,0,0,8,0,0,0,10,1226,2442,2268,0,0,0,0,Believe in you
SINOBUZ,Shoot'Em All,Manabu Namiki,DETROIT TECHNO,3,0,0,0,7,0,0,0,11,1264,2499,2211,0,0,0,0,Shoot'Em All
SINOBUZ,Breakin' Chain,REDALiCE feat. MONICO,MOOMBAHCORE,4,0,0,0,8,0,0,0,10,1169,2327,2135,0,0,0,0,Breakin' Chain
SINOBUZ,GuNGNiR,Gram,REQUIEM PSY,7,0,0,0,11,1397,2737,2307,12,2081,4023,3073,0,0,0,0,GuNGNiR
SINOBUZ,HADES,Massive New Krew,HARDSTYLE,5,0,0,0,9,0,0,0,12,1601,3126,2614,0,0,0,0,HADES
SINOBUZ,Remedy feat. Kanae Asaba,Y&Co.,哀愁EUROBEAT,5,0,0,0,8,0,0,0,10,1116,2214,2038,0,0,0,0,Remedy feat. Kanae Asaba
SINOBUZ,お命ちょうDAI！901娘,DJ SHARPNEL feat. みらい,演歌ブレイクス,5,0,0,0,8,0,0,0,10,1177,2338,2171,0,0,0,0,お命ちょうDAI！901娘
SINOBUZ,Beyond The Seven,Nhato,TRANCE,4,0,0,0,7,0,0,0,11,1375,2735,2466,0,0,0,0,Beyond The Seven
SINOBUZ,elemental bender feat. Kanae Asaba,MK,EDM,3,0,0,0,6,0,0,0,8,826,1642,1527,0,0,0,0,elemental bender feat. Kanae Asaba
SINOBUZ,Seaside Labyrinth,Dirty Androids,80's SYNTH FUNK,4,0,0,0,7,0,0,0,9,953,1891,1728,0,0,0,0,Seaside Labyrinth
SINOBUZ,SAMURAI-Scramble,DJ Mass MAD Izm*,TECH BREAKBEATS,5,0,0,0,9,0,0,0,11,1232,2427,1960,0,0,0,0,SAMURAI-Scramble
SINOBUZ,Warrior,DJ CHUCKY feat. Jonjo,MAINSTREAM HARDCORE,5,0,0,0,8,0,0,0,10,1257,2496,2266,0,0,0,0,Warrior
SINOBUZ,Summer,banvox,DANCE MUSIC,3,0,0,0,7,0,0,0,10,1013,2009,1781,0,0,0,0,Summer
SINOBUZ,Piano Samurai,maras k(marasy+kors k),BEAT PIANO MUSIC,5,0,0,0,9,0,0,0,10,1265,2508,2266,0,0,0,0,Piano Samurai
SINOBUZ,Sweet Clapper,livetune+,J-POP,3,0,0,0,7,0,0,0,10,959,1915,1828,0,0,0,0,Sweet Clapper
SINOBUZ,SCREAM THE LIFE FEAT.KYONO,DJ BAKU,ROCK,4,0,0,0,8,0,0,0,10,1192,2360,2175,0,0,0,0,SCREAM THE LIFE FEAT.KYONO
SINOBUZ,BREAK OVER,MASAYOSHI IIMORI,FESTIVAL SOUND,5,0,0,0,9,0,0,0,11,1210,2393,2113,0,0,0,0,BREAK OVER
SINOBUZ,Seize the Day,DJ'TEKINA//SOMETHING feat.yuyoyuppe,FUTURE BASS,5,0,0,0,8,0,0,0,10,1100,2176,1949,0,0,0,0,Seize the Day
SINOBUZ,OTENAMI Hurricane,t+pazolite,POP BREAKCORE,6,0,0,0,10,0,0,0,12,1643,3192,2572,0,0,0,0,OTENAMI Hurricane
SINOBUZ,Magical,Snail's House,KAWAII FUTURE BASS,4,0,0,0,6,0,0,0,10,1011,2012,1869,0,0,0,0,Magical
SINOBUZ,Yellow Sketch(RX-Ver.S.P.L.),高田雅史,ALTERNATIVE ELECTRO,4,0,0,0,9,0,0,0,11,1479,2918,2548,0,0,0,0,Yellow Sketch(RX-Ver.S.P.L.)
SINOBUZ,shuriken,ヒゲドライバー,CHIPTUNE,4,0,0,0,6,0,0,0,10,1298,2565,2285,0,0,0,0,shuriken
SINOBUZ,yamabiko (SINOBUZ Edition),かめりあ,夏の夕暮れと、DUBSTEP。,5,0,0,0,8,0,0,0,11,1345,2668,2367,0,0,0,0,yamabiko (SINOBUZ Edition)
SINOBUZ,九尾狐夜行,天狐,ORIENTAL FUSION,5,0,0,0,9,0,0,0,12,1521,2999,2547,0,0,0,0,九尾狐夜行
SINOBUZ,Around The Galaxy,NISH,UPLIFTING TRANCE,5,0,0,0,9,0,0,0,11,1714,3403,3029,0,0,0,0,Around The Galaxy
SINOBUZ,Sky High,Cuvelia,ANTHEM,6,0,0,0,10,0,0,0,12,1943,3824,3202,0,0,0,0,Sky High
SINOBUZ,Snakey Kung-fu,金獅子 vs 麒麟 feat. 獏,ASIAN CONTEMPORARY,6,0,0,0,10,0,0,0,12,1751,3457,2919,0,0,0,0,Snakey Kung-fu
SINOBUZ,月雪に舞う華のように,猫叉Master,FOREST SNOW,5,0,0,0,7,0,0,0,10,1083,2146,1841,0,0,0,0,月雪に舞う華のように
SINOBUZ,INVISIBLE STRIX,L.E.D.,NEUROFUNK,6,0,0,0,10,0,0,0,11,1331,2631,2332,0,0,0,0,INVISIBLE STRIX
SINOBUZ,RAIN,dj TAKA,TRANCE,6,0,0,0,9,0,0,0,12,1657,3280,2823,0,0,0,0,RAIN
SINOBUZ,刃図羅,猫叉Master vs HuΣeR,LAST ARTS,6,0,0,0,10,0,0,0,12,1746,3427,2986,0,0,0,0,刃図羅
SINOBUZ,〆,lapix,HiTECH,6,0,0,0,9,0,0,0,12,1877,3710,3160,0,0,0,0,〆
SINOBUZ,BabeL ～Grand Story～,Ako Atak,SPIRAL STAIRS,6,0,0,0,10,0,0,0,11,1432,2829,2473,0,0,0,0,BabeL ～Grand Story～
SINOBUZ,BroGamer,USAO,SUPER ULTIMATE HYPER CORE,7,0,0,0,9,0,0,0,11,1568,3105,2753,0,0,0,0,BroGamer
SINOBUZ,Beat Juggling Mix,Hommarju,DJ BATTLE,6,0,0,0,9,0,0,0,11,1138,2226,1807,0,0,0,0,Beat Juggling Mix
SINOBUZ,SEQUENCE CAT,SLEDLAKE (SLAKE & L.E.D.),TECHNO,5,0,0,0,10,0,0,0,11,1446,2864,2577,0,0,0,0,SEQUENCE CAT
SINOBUZ,nostos,Setaria Virtuoso,NOSTALGIA,5,0,0,0,8,0,0,0,11,1359,2656,2216,0,0,0,0,nostos
SINOBUZ,crew,beatnation Records,ANTHEM,3,0,0,0,8,0,0,0,11,1480,2939,2667,0,0,0,0,crew
SINOBUZ,Macuilxochitl,TOMOSUKE,PIANO CONTEMPORARY,7,0,0,0,10,0,0,0,11,1677,3340,2910,0,0,0,0,Macuilxochitl
SINOBUZ,Summerlights(IIDX Edition),DJ Noriken,HARDCORE RAVE,6,0,0,0,9,0,0,0,12,1580,3127,2698,0,0,0,0,Summerlights(IIDX Edition)
SINOBUZ,HAPPY★RUSH,P*Light,HAPPY,4,0,0,0,9,0,0,0,11,1490,2949,2508,0,0,0,0,HAPPY★RUSH
SINOBUZ,Surf on the Light,Tomoyuki Uchida,ELECTRO FUSION,4,0,0,0,8,0,0,0,10,1154,2279,2113,0,0,0,0,Surf on the Light
SINOBUZ,Venom,kors k vs L.E.D.-G,JUMP UP/HARDCORE,6,0,0,0,10,0,0,0,12,1624,3208,2808,0,0,0,0,Venom
SINOBUZ,Cyber True Color,kors k vs Sota Fujimori,DREAM COLLABORATION,5,0,0,0,9,0,0,0,11,1207,2383,2111,0,0,0,0,Cyber True Color
SINOBUZ,恋はどう？モロ◎波動OK☆方程式!!,あべにゅうぷろじぇくと feat. 佐倉紗織 produced by ave;new,理系ポップ,5,0,0,0,8,0,0,0,10,1247,2484,2243,0,0,0,0,恋はどう？モロ◎波動OK☆方程式!!
SINOBUZ,Vermilion,Remo-con,HARD HOUSE,5,0,0,0,8,0,0,0,10,1043,2049,1827,0,0,0,0,Vermilion
SINOBUZ,Lost wing at.0,猫叉Master+,DRUM'N'BASS,5,0,0,0,8,0,0,0,11,1261,2464,2188,0,0,0,0,Lost wing at.0
SINOBUZ,童話回廊,DJ TOTTO,空想ファンタジーシリーズ,5,0,0,0,9,0,0,0,12,1592,3117,2626,0,0,0,0,童話回廊
SINOBUZ,Apocalypse,Morrigan feat. リリィ,EPIC D'N'B,5,0,0,0,9,0,0,0,12,1814,3589,3152,0,0,0,0,Apocalypse
CANNON BALLERS,神謳 -RESONANCE-,SOUND HOLIC feat. Nana Takahashi Vs.GOD PHOENIX Prim,Hi-MYTH,7,0,0,0,10,0,0,0,12,2047,4056,3491,0,0,0,0,神謳 -RESONANCE-
CANNON BALLERS,THE CANNONBALLER,L.E.D. feat. YURiCa/花たん,EUROBEAT,6,0,0,0,10,0,0,0,11,1748,3464,3044,0,0,0,0,THE CANNONBALLER
CANNON BALLERS,ナイトシティー・アヴァンチュール,森永真由美,歌謡ニューウェーブ,5,0,0,0,7,0,0,0,9,1047,2094,1979,0,0,0,0,ナイトシティー・アヴァンチュール
CANNON BALLERS,DEATH†ZIGOQ ～怒りの高速爆走野郎～,"L.E.D.ALiCE(DJ NAGAI Vs. BEMANI Sound Team ""L.E.D.-G"")",世紀末コア,7,0,0,0,10,0,0,0,12,2075,4067,3167,0,0,0,0,DEATH†ZIGOQ ～怒りの高速爆走野郎～
CANNON BALLERS,Initiation,"BEMANI Sound Team ""謎の勢力""",00's TECHNO,7,0,0,0,10,0,0,0,12,2018,3963,3148,0,0,0,0,Initiation
CANNON BALLERS,ChaserXX,HuΣeR,CYBERNETICS PIANO HOUSE,6,0,0,0,9,0,0,0,11,1453,2859,2464,0,0,0,0,ChaserXX
CANNON BALLERS,純真可憐デザイア,"BEMANI Sound Team ""HuΣeR"" feat.Fernweh",EMOTIONAL ROCK,4,0,0,0,8,0,0,0,10,1172,2340,2179,0,0,0,0,純真可憐デザイア
CANNON BALLERS,EMERALDAS,"BEMANI Sound Team ""HuΣeR vs dj Hellix""",IRREGULAR DJENT STEP,7,0,0,0,11,1258,2465,2095,12,1833,3567,2694,0,0,0,0,EMERALDAS
CANNON BALLERS,ANCHOR,"BEMANI Sound Team ""HuΣeR Vs. SYUNN""",STYLISH CROSSOVER,7,0,0,0,10,0,0,0,12,1835,3623,3062,0,0,0,0,ANCHOR
CANNON BALLERS,AA -rebuild-,D.J.Amuro,RENAISSANCE,7,0,0,0,10,0,0,0,12,1820,3612,3050,0,0,0,0,AA -rebuild-
CANNON BALLERS,I Love You,O/iviA,EURO TRANCE,5,0,0,0,9,0,0,0,11,1381,2744,2455,0,0,0,0,I Love You
CANNON BALLERS,バスルーム ロマンス,"BEMANI Sound Team ""Saori Watanabe""",CLASSIC MOTIF,5,0,0,0,8,0,0,0,10,1228,2443,2221,0,0,0,0,バスルーム ロマンス
CANNON BALLERS,COSMIC☆WONDER☆REVOLUTION,猫叉Master+,COSMIC POP,4,0,0,0,7,0,0,0,9,1049,2094,1984,0,0,0,0,COSMIC☆WONDER☆REVOLUTION
CANNON BALLERS,ACCELERATE,Sota Fujimori,SYNTH-TECH,6,0,0,0,8,0,0,0,10,1261,2517,2299,0,0,0,0,ACCELERATE
CANNON BALLERS,Expanded !!,"BEMANI Sound Team ""Expander""",MIDDLE EASTERN TWERK,4,0,0,0,8,0,0,0,10,1324,2640,2431,0,0,0,0,Expanded !!
CANNON BALLERS,"Life Is A Game ft.DD""ナカタ""Metal",RoughSketch,UPTEMPO HARDCORE,6,0,0,0,10,0,0,0,12,1775,3469,2940,0,0,0,0,"Life Is A Game ft.DD""ナカタ""Metal"
CANNON BALLERS,Back Spin Sweeper,DJ TOTTO,WAGON WHEEL TRANCE,6,0,0,0,9,0,0,0,11,1156,2291,1949,0,0,0,0,Back Spin Sweeper
CANNON BALLERS,シムルグの目醒め,"BEMANI Sound Team ""DJ TOTTO"" feat.rionos",NATURE,7,0,0,0,10,0,0,0,12,1822,3516,2832,0,0,0,0,シムルグの目醒め
CANNON BALLERS,Abraxas,SYUNN,DUBSTEP,5,0,0,0,9,0,0,0,11,1241,2446,2124,0,0,0,0,Abraxas
CANNON BALLERS,Papilio ulysses,"BEMANI Sound Team ""SYUNN""",DRUMSTEP,7,0,0,0,10,0,0,0,12,1498,2952,2374,0,0,0,0,Papilio ulysses
CANNON BALLERS,Mira,Akhuta,ALTERNATIVE FUGUE,5,0,0,0,9,0,0,0,11,1596,3132,2701,0,0,0,0,Mira
CANNON BALLERS,東京神話,"DJ TECHNORCH feat.宇宙★海月 vs BEMANI Sound Team ""U1-ASAMi""",ORBITALIC GABBER STEP,6,0,0,0,9,0,0,0,12,1505,2877,2385,0,0,0,0,東京神話
CANNON BALLERS,Beast mode,"BEMANI Sound Team ""TAG""",SPEED EURO,6,0,0,0,9,0,0,0,11,1395,2766,2439,0,0,0,0,Beast mode
CANNON BALLERS,FIRE BALL,"BEMANI Sound Team ""RACER-X""",SPEED STAR,5,0,0,0,9,0,0,0,11,1265,2505,2174,0,0,0,0,FIRE BALL
CANNON BALLERS,草原の王女-軌跡を辿って-,劇団レコード,JOURNEY SCENE,3,0,0,0,7,0,0,0,10,1172,2332,2122,0,0,0,0,草原の王女-軌跡を辿って-
CANNON BALLERS,VOX RUSH,青龍 × sampling masters MEGA & sampling masters AYA,ROTTERDAM RAVE,7,0,0,0,10,0,0,0,12,1736,3412,2790,0,0,0,0,VOX RUSH
CANNON BALLERS,O/D*20,Ryu*,TECHNO,6,0,0,0,8,0,0,0,10,1071,2135,1985,0,0,0,0,O/D*20
CANNON BALLERS,255,255,HYPER SPEED RAVE,6,0,0,0,9,0,0,0,12,1676,3294,2632,0,0,0,0,255
CANNON BALLERS,Battleground,kors k,SCHRANZ,6,0,0,0,9,0,0,0,11,1361,2703,2409,0,0,0,0,Battleground
CANNON BALLERS,Boomy and The Boost,Eagle,NEO JUNGLE,6,0,0,0,9,0,0,0,12,1826,3592,3028,0,0,0,0,Boomy and The Boost
CANNON BALLERS,ANAGMA,C-Show,PSY TECH DANCE,5,0,0,0,8,0,0,0,10,1339,2659,2385,0,0,0,0,ANAGMA
CANNON BALLERS,ハイ*ビスカス ft. Kanae Asaba,Xceon,YANKEE CAR J TRANCE,4,0,0,0,7,0,0,0,10,1233,2453,2253,0,0,0,0,ハイ*ビスカス ft. Kanae Asaba
CANNON BALLERS,Alpheratz,Xceon,PIANO TRANCE,2,0,0,0,5,0,0,0,9,1049,2092,1953,0,0,0,0,Alpheratz
CANNON BALLERS,Amor De Verao,かめりあ feat. ななひら,熱帯 THE BASS,4,0,0,0,8,0,0,0,11,1193,2361,2066,0,0,0,0,Amor De Verao
CANNON BALLERS,LUV DRIVE,RoughSketch feat.Aikapin,POPCORE,5,0,0,0,7,0,0,0,10,1075,2145,1936,0,0,0,0,LUV DRIVE
CANNON BALLERS,HAT TRICK,P*Light,HANDZ STYLE,5,0,0,0,8,0,0,0,10,1118,2231,2014,0,0,0,0,HAT TRICK
CANNON BALLERS,Break Stasis,Hommarju & Akira Complex,DRUMSTEP/HARDCORE,6,0,0,0,9,0,0,0,10,1274,2538,2291,0,0,0,0,Break Stasis
CANNON BALLERS,エディブルフラワーの独白,OSTER project feat. 常盤ゆう,HARD FRENCH,4,0,0,0,8,0,0,0,10,1110,2219,2073,0,0,0,0,エディブルフラワーの独白
CANNON BALLERS,Exhaust Hype,DJ Noriken,HARD BASS HOUSE,5,0,0,0,9,0,0,0,11,1426,2836,2521,0,0,0,0,Exhaust Hype
CANNON BALLERS,FREEDOM,USAO,HYPER DUBSTEP,5,0,0,0,8,0,0,0,11,1481,2948,2602,0,0,0,0,FREEDOM
CANNON BALLERS,Slipstream,lapix,FUTURE CORE,5,0,0,0,9,0,0,0,12,1822,3584,2987,0,0,0,0,Slipstream
CANNON BALLERS,Best of Me,Maozon,CYBER LIQUID FUNK,4,0,0,0,8,0,0,0,10,1127,2236,2025,0,0,0,0,Best of Me
CANNON BALLERS,Around the Future,Maozon vs. C-Show,CYBERCORE,6,0,0,0,9,0,0,0,11,1329,2634,2339,0,0,0,0,Around the Future
CANNON BALLERS,FUTURE is Dead,C-Show,HOLIC,5,0,0,0,8,0,0,0,11,1151,2256,1805,0,0,0,0,FUTURE is Dead
CANNON BALLERS,Acidiva 303,ni-21,HARD DANCE,4,0,0,0,7,0,0,0,10,1161,2316,2096,0,0,0,0,Acidiva 303
CANNON BALLERS,1001 -ESCAPE-,SOUND HOLIC feat. Nana Takahashi,JAZZ ROCK,5,0,0,0,8,0,0,0,10,1327,2640,2377,0,0,0,0,1001 -ESCAPE-
CANNON BALLERS,共犯へヴンズコード,D-Evoke（与那嶺雅人/小日向翔）,ELEGANT SWING,3,0,0,0,7,0,0,0,10,1149,2286,2039,0,0,0,0,共犯へヴンズコード
CANNON BALLERS,うさ☆かめ 大戦争！,ARM×狐夢想 feat. I've : 柚子乃 & RINA,プログレッシブ徒競走,6,0,0,0,8,0,0,0,11,1276,2540,2233,0,0,0,0,うさ☆かめ 大戦争！
CANNON BALLERS,Nothing but Theory,lapix,ULTRA JAZZFUNKTION,5,0,0,0,8,0,0,0,11,1438,2866,2580,0,0,0,0,Nothing but Theory
CANNON BALLERS,Illusionary Waterlily,DJ Noriken,EMOTIONAL RAVE EUPHORIA,6,0,0,0,10,0,0,0,12,1803,3565,2973,0,0,0,0,Illusionary Waterlily
CANNON BALLERS,n'pa pa BBQ,YUC'e,FUTURE TERROR,4,0,0,0,8,0,0,0,11,1408,2807,2541,0,0,0,0,n'pa pa BBQ
CANNON BALLERS,Temple of Anubis,Massive New Krew,PSYSTYLE,5,0,0,0,8,0,0,0,11,1345,2677,2325,0,0,0,0,Temple of Anubis
CANNON BALLERS,Persephone,Massive New Krew,HARDSTYLE,6,0,0,0,9,0,0,0,12,1539,3031,2609,0,0,0,0,Persephone
CANNON BALLERS,No Limit 2 dAnce feat. 大山愛未,Y&Co.,HYPER TECHNO,5,0,0,0,8,0,0,0,11,1182,2354,2120,0,0,0,0,No Limit 2 dAnce feat. 大山愛未
CANNON BALLERS,Hella Deep,MASAYOSHI IIMORI,FREESTYLE,4,0,0,0,7,0,0,0,10,959,1892,1581,0,0,0,0,Hella Deep
CANNON BALLERS,Static State,Nhato,ELECTRO TRANCE,6,0,0,0,9,0,0,0,10,1218,2408,2061,0,0,0,0,Static State
CANNON BALLERS,Get Up! feat. Kanae Asaba,MK,TROPICAL HOUSE,3,0,0,0,7,0,0,0,9,966,1925,1712,0,0,0,0,Get Up! feat. Kanae Asaba
CANNON BALLERS,Midnight Lady,Dirty Androids,NU 80's DISCO FUNK,4,0,0,0,6,0,0,0,9,979,1956,1811,0,0,0,0,Midnight Lady
CANNON BALLERS,The Chase,DJ Mass MAD Izm*,TECH BREAKS,5,0,0,0,10,0,0,0,12,1148,2217,1681,0,0,0,0,The Chase
CANNON BALLERS,UMMU,t+pazolite,OSHARave,6,0,0,0,10,0,0,0,11,1587,3144,2604,0,0,0,0,UMMU
CANNON BALLERS,Rise Circuit,COSIO,DRUM'N'BASS,5,0,0,0,9,0,0,0,11,1180,2341,2049,0,0,0,0,Rise Circuit
CANNON BALLERS,Chemical Cookie,YUC'e,FUTURE BASS,5,0,0,0,8,0,0,0,10,1081,2157,1939,0,0,0,0,Chemical Cookie
CANNON BALLERS,Son， not gabba now,Y&Co.,GABBA,4,0,0,0,8,0,0,0,10,1214,2415,2135,0,0,0,0,Son， not gabba now
CANNON BALLERS,Xperanza,aran,HYBRID HARDCORE,7,0,0,0,10,0,0,0,12,1637,3229,2670,0,0,0,0,Xperanza
CANNON BALLERS,2 Player,maras k/marasy×kors k,BEAT PIANO MUSIC,6,0,0,0,9,0,0,0,10,1302,2580,2276,0,0,0,0,2 Player
CANNON BALLERS,I'm Coming (2017 Version),Pa's Lam System,ダンスミュージック,3,0,0,0,7,0,0,0,9,1057,2109,1913,0,0,0,0,I'm Coming (2017 Version)
CANNON BALLERS,LIGHTS ft. EVO+,lapix,EMO BREAKS,4,0,0,0,7,0,0,0,10,1202,2389,2191,0,0,0,0,LIGHTS ft. EVO+
CANNON BALLERS,SUNLiGHT (IIDX Mix),日龍,TRANCE SPEED,7,0,0,0,9,0,0,0,11,1349,2684,2350,0,0,0,0,SUNLiGHT (IIDX Mix)
CANNON BALLERS,ラストセンチュリーメランコリック,DJ Taku aka ☆Taku Takahashi (m-flo),FUTURE J-POP,5,0,0,0,8,0,0,0,10,1108,2194,1938,0,0,0,0,ラストセンチュリーメランコリック
CANNON BALLERS,Eine Haube ～聖地の果てにあるもの～,AIKO OI,VELLUM,5,0,0,0,8,0,0,0,11,1321,2590,2280,0,0,0,0,Eine Haube ～聖地の果てにあるもの～
