Style,Title,Artist,Genre,NORMAL Level,NORMAL Notes,NORMAL Record,NORMAL KAVG,HYPER Level,HYPER Notes,HYPER Record,HYPER KAVG,ANOTHER Level,ANOTHER Notes,ANOTHER Record,ANOTHER KAVG,LEGGENDARIA Level,LEGGENDARIA Notes,LEGGENDARIA Record,LEGGENDARIA KAVG,LEGGENDARIA Name
PENDUAL,表裏一体！？怪盗いいんちょの悩み,◇◆噂の怪盗少女 ぷらずま★彡Prim◇◆,Hi-FUNK BREAKS,6,0,0,0,10,0,0,0,12,1815,3595,3106,0,0,0,0,表裏一体！？怪盗いいんちょの悩み
PENDUAL,もっと！モット！ときめき feat. 松下,シャイニング度胸兄弟,きらめきコア,6,0,0,0,9,0,0,0,11,1424,2774,2310,0,0,0,0,もっと！モット！ときめき feat. 松下
PENDUAL,NEO GENERATOR SEVEN,L.E.D.-G,MAINSTREAM HARDCORE,5,0,0,0,9,0,0,0,12,1690,3307,2749,0,0,0,0,NEO GENERATOR SEVEN
PENDUAL,共鳴遊戯の華,アイテール魔導士隊,ASTRAL DRUM & BASS,7,0,0,0,10,0,0,0,12,2000,3897,2979,0,0,0,0,共鳴遊戯の華
PENDUAL,chrono diver -fragment-,猫叉Master feat.三澤 秋,HEALING DRUM'N'BASS,3,0,0,0,6,0,0,0,9,900,1796,1712,10,1134,2260,2127,chrono diver -fragment-†
PENDUAL,AFRO KNUCKLE,猫叉Master+,AFRO-SAMBA,5,0,0,0,8,0,0,0,11,1226,2428,2180,0,0,0,0,AFRO KNUCKLE
PENDUAL,Despair of ELFERIA,猫叉Master,HARD IRISH SYMPHONIC,7,0,0,0,10,0,0,0,12,2096,4121,3523,0,0,0,0,Despair of ELFERIA
PENDUAL,Flashes,Dollscythe,DRUM'N'BASS,6,0,0,0,9,0,0,0,12,1691,3324,2627,0,0,0,0,Flashes
PENDUAL,Symmetry,猫叉Master,EPIC ELECTRONICA,6,0,0,0,10,0,0,0,12,1659,3290,2845,0,0,0,0,Symmetry
PENDUAL,FANTASTIC THREE,ジャカルタファンクブラザーズ,DUB COMEDY,7,0,0,0,10,0,0,0,12,1649,3255,2614,0,0,0,0,FANTASTIC THREE
PENDUAL,illuminate,Sota Fujimori,SYNTHETIC EDM,3,0,0,0,8,0,0,0,10,1172,2322,2091,0,0,0,0,illuminate
PENDUAL,恋は白帯、サンシロー,星野奏子,KANA-POP,3,0,0,0,6,0,0,0,9,1021,2037,1900,11,1395,2780,2564,恋は白帯、サンシロー†
PENDUAL,Chain of pain,kors k VS 猫叉Master+,FULL ON,4,0,0,0,8,0,0,0,10,1130,2244,2039,0,0,0,0,Chain of pain
PENDUAL,白露の風,Qrispy Joybox feat. 常盤ゆう,想歌 風,2,0,0,0,6,0,0,0,9,1018,2028,1892,0,0,0,0,白露の風
PENDUAL,Beat Radiance,iNO,NEO CLASSICAL DANCE,5,0,0,0,8,0,0,0,10,1335,2657,2450,12,1809,3590,3246,Beat Radiance†
PENDUAL,GUILTY,D.J.SETUP,TECHNO,5,0,0,0,8,0,0,0,10,966,1915,1726,0,0,0,0,GUILTY
PENDUAL,COLOSSEUM,劇団レコード,LOST GROUND,4,0,0,0,7,0,0,0,11,1159,2304,2093,0,0,0,0,COLOSSEUM
PENDUAL,超青少年ノ為ノ超多幸ナ超古典的超舞曲,Project B-,PIECED EUPHORIA,6,0,0,0,9,0,0,0,11,1350,2697,2450,12,2110,4126,3328,超青少年ノ為ノ超多幸ナ超古典的超舞曲†
PENDUAL,リリーゼと炎龍レーヴァテイン,黒猫ダンジョン,OLDSTYLE GAMEMUSIC,6,0,0,0,10,0,0,0,12,1771,3507,2963,0,0,0,0,リリーゼと炎龍レーヴァテイン
PENDUAL,cinder,PHQUASE,MAELSTROM,5,0,0,0,9,0,0,0,12,1601,3145,2654,0,0,0,0,cinder
PENDUAL,Realize Maze,movies (moimoi×Xceon×Dai.),SOLITUDE,6,0,0,0,9,0,0,0,11,1503,2995,2700,0,0,0,0,Realize Maze
PENDUAL,Ｘ↑Ｘ↓,DJ TECHNORCH,新世紀進歩的羽扇子音楽,5,0,0,0,8,0,0,0,11,1485,2932,2567,0,0,0,0,Ｘ↑Ｘ↓
PENDUAL,十六夜セツナ,Xceon feat.Mayumi Morinaga,HYPER J-POP,5,0,0,0,7,0,0,0,10,1132,2248,2047,0,0,0,0,十六夜セツナ
PENDUAL,紅牡丹,DJ NAGAI feat. a☆ru,J-CORE,6,0,0,0,9,0,0,0,12,1445,2872,2514,0,0,0,0,紅牡丹
PENDUAL,BLUE MIRAGE,DJ CHUCKY,NU STYLE GABBA,5,0,0,0,10,0,0,0,12,1606,3128,2152,0,0,0,0,BLUE MIRAGE
PENDUAL,#The_Relentless,DJ Noriken,DUBCORE,6,0,0,0,9,0,0,0,11,1479,2942,2639,0,0,0,0,#The_Relentless
PENDUAL,Blaze it UP!,DJ Shimamura,HARDCORE RAVE,5,0,0,0,8,0,0,0,11,1501,2981,2726,0,0,0,0,Blaze it UP!
PENDUAL,Sweet Radar,DJ Genki feat. Yukacco,ELECTRO POP,4,0,0,0,7,0,0,0,10,1020,2038,1918,0,0,0,0,Sweet Radar
PENDUAL,IMPLANTATION,TOMOSUKE,GOA TRANCE,5,0,0,0,10,0,0,0,12,1163,2315,1795,0,0,0,0,IMPLANTATION
PENDUAL,Night sky,USAO,PUMPCORE,6,0,0,0,9,0,0,0,11,1491,2951,2557,0,0,0,0,Night sky
PENDUAL,m1dy Festival,m1dy,TOKYO STYLE SPEEDCORE,5,0,0,0,8,0,0,0,11,1289,2527,2116,0,0,0,0,m1dy Festival
PENDUAL,SAMSARA,SOUND HOLIC feat. Nana Takahashi,DIMENSION WAVE,4,0,0,0,7,0,0,0,10,1031,2058,1922,0,0,0,0,SAMSARA
PENDUAL,時空トラベローグ,SWING HOLIC feat. A～YA,TIME TRIP JAZZ,6,0,0,0,9,0,0,0,11,1395,2707,2365,0,0,0,0,時空トラベローグ
PENDUAL,ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！,ARM(IOSYS) feat. 山本椛,ぷろぐれっしぶ電波,5,0,0,0,7,0,0,0,11,1285,2552,2324,0,0,0,0,ぷろぐれっしぶ時空少女！うらしまたろ子ちゃん！
PENDUAL,HELL SCAPER -Last Escape Remix-,Remixed by DJ TECHNORCH fw.GUHROOVY,GABBAH,5,0,0,0,8,0,0,0,11,1458,2882,2496,0,0,0,0,HELL SCAPER -Last Escape Remix-
PENDUAL,Amnolys,onoken,ART CORE,5,0,0,0,9,0,0,0,11,1354,2669,2377,0,0,0,0,Amnolys
PENDUAL,IXION,L.E.D.,PSYCHEDELIC TRANCE,5,0,0,0,8,0,0,0,9,1086,2166,2018,0,0,0,0,IXION
PENDUAL,Gravigazer,DJ TOTTO,PROGRESSIVE SCHRANZ,5,0,0,0,10,0,0,0,12,1533,3016,2521,0,0,0,0,Gravigazer
PENDUAL,Chrono Diver -PENDULUMs-,猫叉L.E.D.Master+,CHRONO BREAKS,7,0,0,0,11,1422,2805,2406,12,2222,4342,3374,0,0,0,0,Chrono Diver -PENDULUMs-
PENDUAL,SpaceLand☆TOYBOX,OSTER project,RAGTIME FUTURE POP,6,0,0,0,9,0,0,0,12,1501,2960,2567,0,0,0,0,SpaceLand☆TOYBOX
PENDUAL,TA・DA ☆ YO・SHI,Y&Co.,EUROBEAT,5,0,0,0,8,0,0,0,10,1180,2336,2047,0,0,0,0,TA・DA ☆ YO・SHI
PENDUAL,Vulkan,Hommarju,GYPSYCORE,5,0,0,0,9,0,0,0,11,1518,3010,2743,0,0,0,0,Vulkan
PENDUAL,Scars of FAUNA,猫叉Master,WORLD/ELECTRONICA,5,0,0,0,8,0,0,0,11,1475,2921,2570,0,0,0,0,Scars of FAUNA
PENDUAL,ベィスドロップ・フリークス,かめりあ feat. ななひら,A-STYLE DRUMSTEP,4,0,0,0,7,0,0,0,10,1143,2261,2040,0,0,0,0,ベィスドロップ・フリークス
PENDUAL,Sakura Mirage,Ryu☆,CHIPCORE,6,0,0,0,8,0,0,0,11,1190,2360,2074,0,0,0,0,Sakura Mirage
PENDUAL,Hello Happiness,P*Light feat. mow*2,HAPPY HARDCORE,5,0,0,0,9,0,0,0,11,1198,2369,2014,0,0,0,0,Hello Happiness
PENDUAL,打打打打打打打打打打,ヒゲドライバー join. SELEN,JAPANESE TRADITIONAL,5,0,0,0,8,0,0,0,11,1342,2648,2368,0,0,0,0,打打打打打打打打打打
PENDUAL,No Tears,RoughSketch feat.Aikapin,HARD EDM,6,0,0,0,9,0,0,0,11,1286,2549,2336,0,0,0,0,No Tears
PENDUAL,鬼天,兎々,ASURA TEK CORE,6,0,0,0,9,0,0,0,11,1265,2494,2153,0,0,0,0,鬼天
PENDUAL,entelecheia,Rche,SACRED TRANCE,6,0,0,0,10,0,0,0,12,1657,3286,2871,0,0,0,0,entelecheia
PENDUAL,とろぴかる倶楽部,HALFBY,TROPICAL,5,0,0,0,8,0,0,0,11,1154,2290,1967,0,0,0,0,とろぴかる倶楽部
PENDUAL,Beyond The Earth,猫叉Master,WORLD/ELECTRONICA,5,0,0,0,10,0,0,0,11,1646,3231,2802,0,0,0,0,Beyond The Earth
PENDUAL,The Least 100sec,Sasaki Hirofumi,PROGRESSIVE,5,0,0,0,9,0,0,0,12,1505,2930,2375,0,0,0,0,The Least 100sec
PENDUAL,fallen leaves -IIDX edition-,猫叉Master,WORLD/ELECTRONICA,6,0,0,0,10,0,0,0,12,1745,3419,2813,0,0,0,0,fallen leaves -IIDX edition-
PENDUAL,Monopole.,cosMo＠暴走P,ARTCORE ROCK,4,0,0,0,8,0,0,0,12,1729,3373,2724,0,0,0,0,Monopole.
PENDUAL,TOXIC VIBRATION,SOUND HOLIC Vs. T.Kakuta feat. YURiCa,MELODIC SPEED METAL,7,0,0,0,10,0,0,0,12,1933,3789,3135,0,0,0,0,TOXIC VIBRATION
PENDUAL,Erosion Mark,kors k REASM Des-ROW,FALLIN APART CORE,4,0,0,0,8,0,0,0,11,1096,2183,2010,0,0,0,0,Erosion Mark
PENDUAL,On My Wings(Hardstyle IIDX),kors k,HARDSTYLE,5,0,0,0,7,0,0,0,10,999,1995,1862,0,0,0,0,On My Wings(Hardstyle IIDX)
PENDUAL,ZZ,D.J.Amuro,INTELLIGENCE,6,0,0,0,10,0,0,0,12,1541,3058,2672,0,0,0,0,ZZ
PENDUAL,Rave Saves You feat. Cardz (Exclusive IIDX Mix),REMO-CON,HARD DANCE,4,0,0,0,8,0,0,0,11,1170,2317,2055,0,0,0,0,Rave Saves You feat. Cardz (Exclusive IIDX Mix)
PENDUAL,TIEFSEE,SOUND HOLIC Vs. dj TAKA feat. YURiCa,DEEP SPECTRUM,6,0,0,0,9,0,0,0,12,1752,3485,3042,0,0,0,0,TIEFSEE
PENDUAL,We're so Happy (P*Light Remix) IIDX ver.,Remixed by P*Light,HAPPY HARDCORE,6,0,0,0,10,0,0,0,12,1896,3713,3069,0,0,0,0,We're so Happy (P*Light Remix) IIDX ver.
PENDUAL,千年ノ理,猫叉Master,WORLD/ELECTRONICA,6,0,0,0,9,0,0,0,12,1608,3203,2897,0,0,0,0,千年ノ理
PENDUAL,妖隠し -あやかしかくし-,DJ TOTTO feat.3L,DRUM'N'WALTZ,5,0,0,0,9,0,0,0,10,1103,2197,2038,0,0,0,0,妖隠し -あやかしかくし-
PENDUAL,取り残された美術(Arranged:HiZuMi),幽閉サテライト feat. senya,HYPER J-POP,5,0,0,0,8,0,0,0,10,1111,2212,2044,0,0,0,0,取り残された美術(Arranged:HiZuMi)
PENDUAL,Scarlet Moon,REDALiCE feat. Ayumi Nomiya,J-CORE,6,0,0,0,9,0,0,0,11,1389,2754,2424,0,0,0,0,Scarlet Moon
PENDUAL,それは花火のような恋,夏色バーニングラブ☆Prim,Hi-歌謡コア,6,0,0,0,10,0,0,0,12,1976,3900,3337,0,0,0,0,それは花火のような恋
PENDUAL,パ→ピ→プ→Yeah!,ヒゲドライバー join. shully & Nimo,電波ソング,6,0,0,0,9,0,0,0,11,1280,2547,2337,0,0,0,0,パ→ピ→プ→Yeah!
PENDUAL,EBONY & IVORY,OSTER project,RAGTIME CHIPTUNE,6,0,0,0,9,0,0,0,12,1520,3010,2522,12,1887,3617,2693,EBONY & IVORY†
PENDUAL,In The Breeze,96 & Sota ft. Mayumi Morinaga,HYBRID,4,0,0,0,7,0,0,0,9,896,1773,1596,0,0,0,0,In The Breeze
PENDUAL,Sounds Of Summer,Hommarju,UK HARDCORE,6,0,0,0,10,0,0,0,12,1513,2997,2593,0,0,0,0,Sounds Of Summer
PENDUAL,Chronos,TAG,PROGRESSIVE,5,0,0,0,8,0,0,0,11,1205,2372,2068,0,0,0,0,Chronos
PENDUAL,少年は空を辿る,Power Of Nature,ムラクモ,6,0,0,0,10,0,0,0,12,1729,3366,2715,0,0,0,0,少年は空を辿る
PENDUAL,ドッキン☆サマーあばんちゅーる,L.E.D.-G + Qrispy Joybox + ARM feat. ななひら,ドタバタ☆夏休み,5,0,0,0,8,0,0,0,11,1447,2865,2513,0,0,0,0,ドッキン☆サマーあばんちゅーる
PENDUAL,夏色DIARY - L.E.D.-G STYLE MIX -,猫叉王子 feat.L.E.D.-G,HAPPY SUMMER CORE,6,0,0,0,10,0,0,0,12,1590,3119,2564,0,0,0,0,夏色DIARY - L.E.D.-G STYLE MIX -
PENDUAL,Discloze,lapix,Hi-TECH PSYTRANCE,6,0,0,0,9,0,0,0,11,1365,2680,2271,0,0,0,0,Discloze
PENDUAL,Invitation from Mr.C,C-Show,HOLIC,6,0,0,0,9,0,0,0,12,1405,2772,2206,0,0,0,0,Invitation from Mr.C
PENDUAL,PENDUAL TALISMAN,猫叉L.E.D.Master,SYSTEM BGM,5,0,0,0,8,0,0,0,11,1314,2620,2409,0,0,0,0,PENDUAL TALISMAN
copula,DIAMOND CROSSING,S-C-U vs L.E.D.,HARD ELECTRIC POP,7,0,0,0,10,0,0,0,12,1585,3099,2397,0,0,0,0,DIAMOND CROSSING
copula,駅猫のワルツ,ミニョンヌ鉄道兄弟,にゃんコア,6,0,0,0,10,0,0,0,12,1558,2896,2205,0,0,0,0,駅猫のワルツ
copula,SHELTER OF THE MIND,YURiCa/花たん,ROCKIN' DRUM&BASS,6,0,0,0,9,0,0,0,11,1538,3063,2795,0,0,0,0,SHELTER OF THE MIND
copula,か・し・ま・し☆PUMP UP！,miko,SUMMER WORKOUT,6,0,0,0,9,0,0,0,11,1453,2883,2470,0,0,0,0,か・し・ま・し☆PUMP UP！
copula,ギョギョっと人魚 爆婚ブライダル,海の底からマーメイド Prim by ARM×狐夢想,Hi-RESORT電波,4,0,0,0,8,0,0,0,10,1209,2393,2144,0,0,0,0,ギョギョっと人魚 爆婚ブライダル
copula,Nightmare before oversleep,猫叉Master,SORROW STEP,7,0,0,0,10,0,0,0,12,1500,2959,2592,0,0,0,0,Nightmare before oversleep
copula,Highcharge Divolt,HuΣeR,BEMANIZED DIGITAL ROCK,6,0,0,0,10,0,0,0,12,1421,2801,2417,0,0,0,0,Highcharge Divolt
copula,Uh-Oh,kors k,CANDY RAVE,5,0,0,0,8,0,0,0,11,1228,2426,2079,0,0,0,0,Uh-Oh
copula,M4K3 1T B0UNC3,kors k,HDM,7,0,0,0,10,0,0,0,12,1546,3057,2621,0,0,0,0,M4K3 1T B0UNC3
copula,Donkey Donk,Ryu☆,DONK,6,0,0,0,9,0,0,0,10,1150,2291,2051,0,0,0,0,Donkey Donk
copula,Everlasting Last,HHH×MM×ST,J-DANCE POP,4,0,0,0,8,0,0,0,10,1124,2235,2061,0,0,0,0,Everlasting Last
copula,オルタネイトβ,Xceon feat. Mayumi Morinaga,HYPER J-POP,4,0,0,0,7,0,0,0,10,1137,2269,2131,0,0,0,0,オルタネイトβ
copula,refrain,dj TAKA feat.AiMEE,TRANCE,6,0,0,0,10,0,0,0,12,1857,3652,3098,0,0,0,0,refrain
copula,Transport,Sota Fujimori,TECH-TRANCE,5,0,0,0,7,0,0,0,10,1091,2173,1972,0,0,0,0,Transport
copula,Central Station,Recycle,FUTURE BASS,5,0,0,0,8,0,0,0,10,1223,2424,2184,0,0,0,0,Central Station
copula,少女アリスと箱庭幻想コンチェルト,DJ TOTTO,空想ファンタジーシリーズ,5,0,0,0,8,0,0,0,10,1095,2176,1925,0,0,0,0,少女アリスと箱庭幻想コンチェルト
copula,Outbreak,USAO,FRENCHCORE,6,0,0,0,9,0,0,0,11,1523,3028,2720,0,0,0,0,Outbreak
copula,X,D.J.Amuro,RENAISSANCE,7,0,0,0,10,0,0,0,12,1952,3874,3203,0,0,0,0,X
copula,セロトニン,U1 overground,ORBITALICTRO,6,0,0,0,9,0,0,0,11,1194,2356,2117,0,0,0,0,セロトニン
copula,Daily Lunch Special,Lucky Vacuum,ラッキーハードコア,6,0,0,0,9,0,0,0,11,1494,2963,2676,0,0,0,0,Daily Lunch Special
copula,明鏡止水,TOMOSUKE feat. あさき,禅ジャズ,5,0,0,0,9,0,0,0,11,1443,2830,2484,0,0,0,0,明鏡止水
copula,GET READY!!,DJ Shimamura,HARDCORE RAVE,6,0,0,0,9,0,0,0,11,1365,2692,2311,0,0,0,0,GET READY!!
copula,Go Faraway,DJ Noriken feat. Yukacco,TRAPSTYLE,5,0,0,0,7,0,0,0,10,1259,2507,2293,0,0,0,0,Go Faraway
copula,Dynamite,USAO,HYBRID TWERK,7,0,0,0,10,0,0,0,12,1953,3866,3069,0,0,0,0,Dynamite
copula,Aublia,onoken feat. ALIAKE,POST J-TRADITIONAL,5,0,0,0,8,0,0,0,11,1299,2581,2247,0,0,0,0,Aublia
copula,Musik LoverZ,RoughSketch,HARDSTYLE,5,0,0,0,7,0,0,0,10,1268,2519,2232,0,0,0,0,Musik LoverZ
copula,Routing,かめりあ,JAZZY-ELECTRO,6,0,0,0,9,0,0,0,11,1323,2549,2174,0,0,0,0,Routing
copula,STARLIGHT DANCEHALL,P*Light,HAPPY EMOTION,6,0,0,0,9,0,0,0,11,1342,2661,2400,12,1712,3361,2767,STARLIGHT DANCEHALL†
copula,追想快晴テーマパーク,PHQUASE,FUTURE E-POP,6,0,0,0,10,0,0,0,11,1589,3135,2747,0,0,0,0,追想快晴テーマパーク
copula,Set U Free feat. Kanae Asaba,Y&Co.,HARD TRANCE,4,0,0,0,8,0,0,0,10,1290,2561,2253,0,0,0,0,Set U Free feat. Kanae Asaba
copula,SURVIVOR,SOUND HOLIC Vs. ZYTOKINE feat. Nana Takahashi,GRAVITY POP,4,0,0,0,7,0,0,0,9,1014,2021,1911,0,0,0,0,SURVIVOR
copula,星屑ディスタンシア,ARM feat. 普透明度 + Brasscapsule,GLITCH JAZZ,4,0,0,0,6,0,0,0,10,1073,2126,1910,0,0,0,0,星屑ディスタンシア
copula,NANAIRO,LIQU@。,METAL POPS,5,0,0,0,9,0,0,0,10,1308,2581,2321,0,0,0,0,NANAIRO
copula,AO-1,電龍,DANCE EXPRESS,7,0,0,0,10,0,0,0,12,1443,2829,2370,0,0,0,0,AO-1
copula,Nowhere,Nhato,ELECTRO TRANCE,4,0,0,0,8,0,0,0,10,1100,2185,1979,0,0,0,0,Nowhere
copula,do the thing feat. Kanae Asaba,MK,EDM,3,0,0,0,8,0,0,0,10,1171,2332,2106,0,0,0,0,do the thing feat. Kanae Asaba
copula,真 地獄超特急 -HELL or HELL-,DJ TECHNORCH Vs. L.E.D.Light-G,新世紀進歩的羽扇子音楽,7,0,0,0,10,0,0,0,12,1727,3348,2564,0,0,0,0,真 地獄超特急 -HELL or HELL-
copula,Rock It,Hommarju,HARDCORE,5,0,0,0,8,0,0,0,11,1500,2967,2622,0,0,0,0,Rock It
copula,Violet Rose,OSTER project,LATIN JAZZ TRIO,7,0,0,0,9,0,0,0,11,1333,2637,2289,0,0,0,0,Violet Rose
copula,めいさいアイドル☆あいむちゃん♪,DJ SHARPNEL feat. みらい,電波デステクノ,7,0,0,0,10,0,0,0,12,1717,3374,2901,0,0,0,0,めいさいアイドル☆あいむちゃん♪
copula,量子の海のリントヴルム,黒猫ダンジョン,エピックプログレ,6,0,0,0,9,0,0,0,11,1508,3001,2584,0,0,0,0,量子の海のリントヴルム
copula,シュッパツシンコウ・シサカンコ,星野奏子,KANA-POP,5,0,0,0,8,0,0,0,10,1234,2465,2267,0,0,0,0,シュッパツシンコウ・シサカンコ
copula,麗 ～うらら～,SOUND HOLIC feat. Nana Takahashi,WINTER GLOW,5,0,0,0,9,0,0,0,11,1329,2644,2375,0,0,0,0,麗 ～うらら～
copula,NO LIMIT -オレ達に限界は無い-,SUPER STAR 満-MITSURU- vs. 伝説のダンサー マイク,ONLY ONE DANCE MUSIC,4,0,0,0,6,0,0,0,10,1148,2278,1939,0,0,0,0,NO LIMIT -オレ達に限界は無い-
copula,朝焼けから始まるボクらの小さな旅,cosMo＠暴走P,ARTCORE ROCK,5,0,0,0,9,0,0,0,11,1298,2542,2202,0,0,0,0,朝焼けから始まるボクらの小さな旅
copula,灼熱 Pt.2 Long Train Running,DJ Mass MAD Izm*,BROKEN SAMBA BREAK,7,0,0,0,11,1093,2118,1720,12,1804,3441,2395,0,0,0,0,灼熱 Pt.2 Long Train Running
copula,Inner Spirit,lapix,HiTECH FULLON,5,0,0,0,9,0,0,0,11,1458,2859,2489,0,0,0,0,Inner Spirit
copula,On the FM,C-Show,RADIO SHOWCASE,6,0,0,0,8,0,0,0,11,1419,2809,2401,0,0,0,0,On the FM
copula,Damage Per Second,Maozon,CYBER DRUMSTEP,4,0,0,0,7,0,0,0,9,1026,2046,1906,10,1153,2297,2112,Damage Per Second†
copula,199024club -Re:BounceKiller-,DJ Mass MAD Izm*,TECH BREAKBEATS,5,0,0,0,10,0,0,0,12,1260,2440,1895,0,0,0,0,199024club -Re:BounceKiller-
copula,Arcana,Maozon,UPLIFTING TRANCE,6,0,0,0,8,0,0,0,10,1150,2289,2057,0,0,0,0,Arcana
copula,Acid Pumper,ni-21,HARD DANCE,4,0,0,0,9,0,0,0,11,1267,2498,2116,0,0,0,0,Acid Pumper
copula,Exchange Place,Dirty Androids,FUTURE JERSEY,4,0,0,0,7,0,0,0,9,903,1798,1658,0,0,0,0,Exchange Place
copula,quick master (reform version),youhei shimizu,J-TEKNO,1,0,0,0,3,0,0,0,5,264,528,496,0,0,0,0,quick master (reform version)
copula,Devil's Gear,DJ Myosuke,MAINSTREAM HARDCORE,6,0,0,0,10,0,0,0,12,1793,3505,2839,0,0,0,0,Devil's Gear
copula,Tori-no-kimochi,猫叉Master+,WORLD/ELECTRONICA,1,0,0,0,6,0,0,0,10,1030,2039,1809,0,0,0,0,Tori-no-kimochi
copula,Blue Spring Express,DJ Scratch & Bend,DREAM CORE,7,0,0,0,10,0,0,0,12,1728,3340,2717,0,0,0,0,Blue Spring Express
copula,炸裂！イェーガー電光チョップ！！(JAEGER FINAL ATTACK),L.E.D.,HARDSTYLE,6,0,0,0,9,0,0,0,11,1312,2598,2284,0,0,0,0,炸裂！イェーガー電光チョップ！！(JAEGER FINAL ATTACK)
copula,GOBBLE,Kimitaka Matsumae,CANTERBURY&BEAT,4,0,0,0,7,0,0,0,11,866,1721,1482,0,0,0,0,GOBBLE
copula,GENERATE feat.綾倉盟,Masayoshi Minoshima,ELECTRONIC DANCE,5,0,0,0,8,0,0,0,10,1182,2358,2188,0,0,0,0,GENERATE feat.綾倉盟
copula,chaos eater -IIDX edition-,猫叉Master+,HARD STEP,5,0,0,0,9,0,0,0,11,1328,2637,2338,0,0,0,0,chaos eater -IIDX edition-
copula,Battle Train -IIDX Edition-,Sota Fujimori,HARD DANCE,4,0,0,0,10,0,0,0,11,1687,3303,2780,0,0,0,0,Battle Train -IIDX Edition-
copula,Welcome,Uraken,HARDCORE,4,0,0,0,10,0,0,0,11,1357,2683,2291,12,1701,0,0,Welcome†
copula,Konzert V,Remo-con vs. dj TAKA,JUNGLE CLASSIC,6,0,0,0,10,0,0,0,12,1710,3365,2792,0,0,0,0,Konzert V
copula,Derelict Star feat. Ryu*,Remo-con,HARD DANCE,6,0,0,0,9,0,0,0,11,1336,2661,2357,0,0,0,0,Derelict Star feat. Ryu*
copula,POSSESSION,TAG underground,PSYCHIC FLASH,7,0,0,0,10,0,0,0,12,1521,3000,2547,0,0,0,0,POSSESSION
copula,Godspeed,dj TAKA xxx 猫叉Master xxx L.E.D.,JOINT WORK,7,0,0,0,10,0,0,0,12,1631,3204,2564,0,0,0,0,Godspeed
copula,La dolce primavera,OSTER project,PRIMAVERA JAZZ WALTZ,4,0,0,0,8,0,0,0,10,1098,2184,1987,0,0,0,0,La dolce primavera
copula,OUTER LIMITS ALTERNATIVE,L.E.D.-G,HARDCORE,5,0,0,0,8,0,0,0,10,1363,2713,2380,0,0,0,0,OUTER LIMITS ALTERNATIVE
copula,Glitch Nerds,かめりあ,GAMER'S ELECTRO/COMPLEXTRO,5,0,0,0,8,0,0,0,10,1149,2269,2010,0,0,0,0,Glitch Nerds
copula,NINJA IS DEAD IIDX ver.,P*Light,SHINOBI SPEED,6,0,0,0,9,0,0,0,12,1520,3017,2651,0,0,0,0,NINJA IS DEAD IIDX ver.
copula,Violet Pulse,G.K,GLITCH ELECTRO,2,0,0,0,8,0,0,0,10,1252,2472,2194,0,0,0,0,Violet Pulse
copula,STARLiGHT,星龍,DANCE SPEED GOLD,5,0,0,0,9,0,0,0,11,1413,2790,2461,0,0,0,0,STARLiGHT
copula,紫陽花 -AZISAI-,Camellia Vs. Expander,ORIENTAL TECHDANCE,7,0,0,0,10,0,0,0,12,1490,2924,2419,0,0,0,0,紫陽花 -AZISAI-
copula,Journey,猫叉Master,WORLD/ELECTRONICA,3,0,0,0,6,0,0,0,9,950,1892,1769,0,0,0,0,Journey
copula,CODE:1 [revision1.0.1],HEXA,TECHNO,5,0,0,0,9,0,0,0,12,1590,3127,2613,0,0,0,0,CODE:1 [revision1.0.1]
copula,SEITEN NO TERIYAKI,Kobaryo,CHAOTIC SPEEDCORE,4,0,0,0,7,0,0,0,11,1163,2288,1994,0,0,0,0,SEITEN NO TERIYAKI
copula,Super Duper Racers,kors k & Numb'n'dub,HARDCORE,4,0,0,0,8,0,0,0,10,1199,2381,2141,0,0,0,0,Super Duper Racers
copula,NZM,The 4th,END ROLL,6,0,0,0,9,0,0,0,12,1783,3484,2686,0,0,0,0,NZM
copula,Grand Chariot,xi,HARD ART CORE,7,0,0,0,10,0,0,0,12,1775,3468,2815,0,0,0,0,Grand Chariot
copula,Sephirot,SHIKI,TRANCE,5,0,0,0,8,0,0,0,10,1193,2362,2146,0,0,0,0,Sephirot
copula,StrayedCatz,削除,FANTASY,6,0,0,0,10,0,0,0,12,1490,2905,2324,0,0,0,0,StrayedCatz
copula,Angelic Jelly,t+pazolite,HAPPY で HARDCORE,6,0,0,0,9,0,0,0,11,1419,2790,2400,0,0,0,0,Angelic Jelly
copula,Triple Counter,DJ YOSHITAKA meets dj TAKA,RISK + VACUUM,7,0,0,0,10,0,0,0,12,2016,3963,3288,0,0,0,0,Triple Counter
copula,ZEPHYRANTHES,TAG,BLOOM CORE,5,0,0,0,9,0,0,0,11,1499,2989,2620,0,0,0,0,ZEPHYRANTHES
SINOBUZ,鴉,L.E.D.-G,CROSSBREED,7,0,0,0,10,0,0,0,11,1356,2700,2468,0,0,0,0,鴉
SINOBUZ,焔極OVERKILL,RoughSketch Vs. L.E.D.-G,HARDCORE,6,0,0,0,10,0,0,0,12,1901,3661,2929,0,0,0,0,焔極OVERKILL
SINOBUZ,RISING FIRE HAWK,L.E.D.-G,HARDSTYLE,5,0,0,0,8,0,0,0,11,1372,2724,2372,0,0,0,0,RISING FIRE HAWK
